checkin_type,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes
mobile,95.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,-56.0,no_rented_before,
mobile,67.0,no_rented_before,
mobile,65.0,no_rented_before,
mobile,93.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,-40.0,rented_before,60.0
mobile,29.0,no_rented_before,
mobile,-46.0,no_rented_before,
mobile,-113.0,no_rented_before,
mobile,76.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,317.0,no_rented_before,
mobile,-16.0,no_rented_before,
connect,102.0,rented_before,30.0
mobile,-16.0,no_rented_before,
mobile,14.0,no_rented_before,
mobile,-69.0,no_rented_before,
mobile,38.0,no_rented_before,
mobile,273.0,no_rented_before,
connect,-777.0,no_rented_before,
mobile,367.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,-9.0,no_rented_before,
mobile,-669.0,no_rented_before,
mobile,116.0,no_rented_before,
mobile,386.0,no_rented_before,
mobile,-148.0,no_rented_before,
mobile,69.0,no_rented_before,
mobile,-79.0,no_rented_before,
mobile,15.0,no_rented_before,
mobile,-41.0,no_rented_before,
connect,-1539.0,no_rented_before,
mobile,-63.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,195.0,no_rented_before,
mobile,203.0,no_rented_before,
connect,-18.0,no_rented_before,
mobile,-6.0,no_rented_before,
mobile,191.0,no_rented_before,
mobile,73.0,no_rented_before,
connect,-228.0,no_rented_before,
mobile,79.0,no_rented_before,
mobile,3.0,rented_before,660.0
mobile,-15.0,no_rented_before,
mobile,14.0,no_rented_before,
mobile,-216.0,no_rented_before,
mobile,36.0,no_rented_before,
mobile,144.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,45.0,no_rented_before,
connect,6.0,no_rented_before,
mobile,12.0,no_rented_before,
connect,-120.0,rented_before,210.0
mobile,4.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,18.0,no_rented_before,
connect,-50.0,no_rented_before,
mobile,-54.0,no_rented_before,
mobile,-7.0,no_rented_before,
mobile,68.0,no_rented_before,
mobile,73.0,no_rented_before,
mobile,196.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-835.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,11.0,rented_before,510.0
connect,-86.0,rented_before,330.0
mobile,1263.0,no_rented_before,
mobile,47.0,no_rented_before,
mobile,163.0,no_rented_before,
connect,44.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,-464.0,rented_before,720.0
mobile,577.0,no_rented_before,
connect,-120.0,no_rented_before,
mobile,-237.0,no_rented_before,
mobile,39.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,4.0,no_rented_before,
connect,-130.0,no_rented_before,
mobile,410.0,no_rented_before,
mobile,55.0,no_rented_before,
mobile,463.0,no_rented_before,
mobile,70.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,53.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,20.0,no_rented_before,
connect,-767.0,no_rented_before,
connect,158.0,no_rented_before,
mobile,36.0,no_rented_before,
mobile,-43.0,rented_before,270.0
mobile,38.0,no_rented_before,
connect,-147.0,rented_before,150.0
mobile,2313.0,no_rented_before,
mobile,-407.0,no_rented_before,
mobile,-66.0,no_rented_before,
mobile,26.0,no_rented_before,
connect,67.0,no_rented_before,
connect,-4.0,no_rented_before,
mobile,-17.0,no_rented_before,
mobile,15.0,no_rented_before,
connect,41.0,no_rented_before,
mobile,58.0,no_rented_before,
connect,-144.0,no_rented_before,
connect,-131.0,no_rented_before,
mobile,683.0,no_rented_before,
mobile,-50.0,no_rented_before,
mobile,82.0,no_rented_before,
mobile,-222.0,no_rented_before,
mobile,114.0,no_rented_before,
mobile,135.0,no_rented_before,
mobile,29.0,no_rented_before,
mobile,-44.0,no_rented_before,
mobile,16.0,no_rented_before,
connect,-17.0,no_rented_before,
connect,61.0,no_rented_before,
mobile,-49.0,no_rented_before,
mobile,182.0,no_rented_before,
connect,-25.0,no_rented_before,
mobile,43.0,no_rented_before,
mobile,-84.0,no_rented_before,
mobile,140.0,no_rented_before,
mobile,27.0,no_rented_before,
mobile,-10.0,no_rented_before,
mobile,49.0,no_rented_before,
connect,7.0,rented_before,30.0
connect,156.0,rented_before,480.0
connect,-15.0,no_rented_before,
mobile,-101.0,no_rented_before,
mobile,154.0,no_rented_before,
mobile,90.0,no_rented_before,
connect,267.0,no_rented_before,
mobile,104.0,no_rented_before,
mobile,88.0,no_rented_before,
mobile,66.0,no_rented_before,
connect,-6.0,no_rented_before,
mobile,93.0,no_rented_before,
mobile,-57.0,no_rented_before,
mobile,31.0,rented_before,30.0
mobile,79.0,no_rented_before,
mobile,-383.0,no_rented_before,
connect,-8.0,no_rented_before,
connect,-7.0,no_rented_before,
mobile,291.0,no_rented_before,
connect,-14.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,111.0,no_rented_before,
mobile,18.0,no_rented_before,
mobile,-11.0,no_rented_before,
connect,16.0,rented_before,570.0
mobile,278.0,no_rented_before,
mobile,40.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,373.0,no_rented_before,
mobile,-173.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,3.0,rented_before,210.0
mobile,-102.0,no_rented_before,
mobile,40.0,no_rented_before,
mobile,47.0,rented_before,180.0
mobile,58.0,no_rented_before,
mobile,-46.0,rented_before,120.0
connect,-79.0,no_rented_before,
mobile,130.0,rented_before,0.0
connect,-112.0,rented_before,720.0
mobile,-20.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,75.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,134.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,-100.0,no_rented_before,
connect,-13.0,no_rented_before,
mobile,-287.0,no_rented_before,
mobile,205.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,314.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,-38.0,no_rented_before,
mobile,-506.0,no_rented_before,
connect,141.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,-176.0,no_rented_before,
mobile,24.0,rented_before,600.0
connect,-312.0,rented_before,390.0
connect,88.0,no_rented_before,
connect,18.0,no_rented_before,
connect,-56.0,no_rented_before,
connect,-130.0,rented_before,0.0
mobile,42.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,14.0,rented_before,120.0
connect,10.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,56.0,rented_before,0.0
connect,-133.0,rented_before,30.0
mobile,-25.0,no_rented_before,
mobile,31.0,no_rented_before,
mobile,19.0,no_rented_before,
connect,-12.0,no_rented_before,
mobile,183.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,158.0,no_rented_before,
mobile,-168.0,no_rented_before,
mobile,102.0,no_rented_before,
connect,-7.0,no_rented_before,
mobile,-4.0,no_rented_before,
connect,21.0,no_rented_before,
connect,9.0,no_rented_before,
mobile,342.0,no_rented_before,
mobile,-54.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,94.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,9.0,rented_before,720.0
mobile,-799.0,no_rented_before,
mobile,20.0,no_rented_before,
mobile,204.0,no_rented_before,
mobile,-225.0,no_rented_before,
mobile,21.0,no_rented_before,
connect,43.0,no_rented_before,
mobile,3.0,no_rented_before,
connect,-20.0,no_rented_before,
mobile,65.0,no_rented_before,
mobile,86.0,no_rented_before,
mobile,1.0,no_rented_before,
connect,0.0,no_rented_before,
mobile,-61.0,no_rented_before,
mobile,-24.0,no_rented_before,
mobile,238.0,no_rented_before,
mobile,-267.0,no_rented_before,
mobile,-7.0,no_rented_before,
mobile,-36.0,no_rented_before,
mobile,6.0,no_rented_before,
connect,80.0,rented_before,60.0
mobile,17.0,no_rented_before,
mobile,143.0,no_rented_before,
mobile,123.0,no_rented_before,
mobile,31.0,no_rented_before,
mobile,-44.0,no_rented_before,
mobile,-12.0,no_rented_before,
connect,-52.0,no_rented_before,
mobile,258.0,no_rented_before,
mobile,164.0,rented_before,120.0
mobile,-3.0,no_rented_before,
mobile,41.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,63.0,no_rented_before,
mobile,133.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-128.0,no_rented_before,
mobile,10.0,no_rented_before,
connect,-2.0,no_rented_before,
mobile,75.0,no_rented_before,
connect,-197.0,no_rented_before,
connect,-6.0,rented_before,150.0
mobile,20.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-144.0,no_rented_before,
mobile,-125.0,no_rented_before,
mobile,23.0,no_rented_before,
connect,-170.0,no_rented_before,
mobile,-147.0,no_rented_before,
mobile,-142.0,no_rented_before,
mobile,80.0,no_rented_before,
mobile,39.0,no_rented_before,
connect,-22.0,no_rented_before,
mobile,34.0,no_rented_before,
mobile,38.0,no_rented_before,
mobile,-15.0,no_rented_before,
mobile,-144.0,no_rented_before,
mobile,-118.0,no_rented_before,
mobile,1009.0,no_rented_before,
mobile,-660.0,no_rented_before,
mobile,29.0,no_rented_before,
connect,320.0,no_rented_before,
mobile,-8.0,no_rented_before,
mobile,140.0,no_rented_before,
mobile,108.0,no_rented_before,
mobile,-105.0,no_rented_before,
mobile,-848.0,no_rented_before,
connect,-60.0,no_rented_before,
connect,77.0,no_rented_before,
mobile,125.0,no_rented_before,
mobile,50.0,no_rented_before,
mobile,-71.0,no_rented_before,
mobile,126.0,no_rented_before,
mobile,12.0,rented_before,570.0
mobile,4.0,no_rented_before,
mobile,-86.0,no_rented_before,
mobile,27.0,no_rented_before,
mobile,229.0,no_rented_before,
mobile,-11.0,rented_before,60.0
mobile,0.0,no_rented_before,
mobile,-7.0,no_rented_before,
mobile,224.0,no_rented_before,
mobile,-51.0,no_rented_before,
connect,7.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,-84.0,no_rented_before,
mobile,243.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,-108.0,no_rented_before,
connect,32.0,no_rented_before,
mobile,-2.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,-81.0,no_rented_before,
mobile,-22.0,no_rented_before,
mobile,101.0,no_rented_before,
mobile,-20.0,no_rented_before,
mobile,76.0,no_rented_before,
connect,-197.0,rented_before,150.0
mobile,-9.0,no_rented_before,
mobile,20.0,no_rented_before,
mobile,92.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,104.0,no_rented_before,
mobile,31.0,no_rented_before,
mobile,-29.0,no_rented_before,
connect,-153.0,rented_before,210.0
mobile,39.0,no_rented_before,
mobile,290.0,no_rented_before,
mobile,42.0,no_rented_before,
connect,-150.0,no_rented_before,
mobile,280.0,no_rented_before,
mobile,-14.0,no_rented_before,
connect,16.0,no_rented_before,
mobile,30.0,no_rented_before,
mobile,1122.0,no_rented_before,
connect,-12.0,rented_before,720.0
mobile,22.0,no_rented_before,
mobile,34.0,no_rented_before,
mobile,5.0,no_rented_before,
connect,-15.0,no_rented_before,
mobile,874.0,no_rented_before,
mobile,26.0,no_rented_before,
connect,38.0,no_rented_before,
mobile,-45.0,rented_before,0.0
connect,42.0,no_rented_before,
mobile,-7.0,rented_before,240.0
mobile,40.0,no_rented_before,
connect,-5.0,no_rented_before,
mobile,0.0,no_rented_before,
connect,6.0,no_rented_before,
mobile,28.0,no_rented_before,
mobile,140.0,no_rented_before,
connect,-272.0,no_rented_before,
mobile,-29.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,-3.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,21.0,no_rented_before,
connect,-36.0,rented_before,570.0
mobile,-546.0,no_rented_before,
connect,17.0,no_rented_before,
mobile,7.0,rented_before,690.0
connect,-6.0,no_rented_before,
mobile,43.0,no_rented_before,
mobile,-341.0,no_rented_before,
mobile,164.0,no_rented_before,
mobile,-13.0,no_rented_before,
mobile,566.0,no_rented_before,
mobile,-164.0,no_rented_before,
connect,30.0,no_rented_before,
mobile,834.0,no_rented_before,
mobile,-24.0,no_rented_before,
mobile,1.0,no_rented_before,
mobile,18.0,no_rented_before,
mobile,77.0,no_rented_before,
connect,2.0,rented_before,540.0
mobile,-1.0,no_rented_before,
connect,-82.0,no_rented_before,
mobile,8.0,no_rented_before,
connect,-95.0,no_rented_before,
mobile,310.0,no_rented_before,
mobile,97.0,no_rented_before,
connect,25.0,no_rented_before,
mobile,7.0,no_rented_before,
connect,32.0,no_rented_before,
connect,-6.0,no_rented_before,
mobile,67.0,no_rented_before,
mobile,-1272.0,no_rented_before,
mobile,4.0,no_rented_before,
connect,3.0,rented_before,90.0
connect,-518.0,no_rented_before,
mobile,-10.0,no_rented_before,
mobile,123.0,no_rented_before,
mobile,107.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,-42.0,rented_before,480.0
mobile,335.0,no_rented_before,
mobile,-46.0,rented_before,120.0
mobile,111.0,no_rented_before,
connect,7.0,rented_before,120.0
connect,-177.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,55.0,no_rented_before,
connect,53.0,no_rented_before,
mobile,-9.0,no_rented_before,
connect,-959.0,no_rented_before,
connect,-130.0,no_rented_before,
mobile,174.0,no_rented_before,
mobile,37.0,no_rented_before,
mobile,-18.0,no_rented_before,
mobile,101.0,no_rented_before,
connect,-152.0,rented_before,540.0
connect,-386.0,no_rented_before,
mobile,44.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,68.0,no_rented_before,
mobile,326.0,no_rented_before,
mobile,45.0,no_rented_before,
connect,160.0,no_rented_before,
connect,50.0,rented_before,180.0
mobile,807.0,no_rented_before,
connect,14.0,no_rented_before,
connect,1.0,no_rented_before,
mobile,32.0,no_rented_before,
mobile,-20.0,rented_before,60.0
mobile,2375.0,no_rented_before,
connect,-18.0,no_rented_before,
mobile,-100.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,44.0,no_rented_before,
mobile,22.0,no_rented_before,
connect,-10.0,no_rented_before,
connect,76.0,no_rented_before,
mobile,-6.0,rented_before,630.0
mobile,284.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,103.0,rented_before,30.0
mobile,36.0,no_rented_before,
connect,40.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,256.0,no_rented_before,
mobile,-323.0,no_rented_before,
mobile,-110.0,no_rented_before,
connect,-23.0,rented_before,0.0
mobile,130.0,no_rented_before,
mobile,218.0,no_rented_before,
mobile,-5.0,no_rented_before,
mobile,-63.0,no_rented_before,
mobile,38.0,no_rented_before,
mobile,-86.0,no_rented_before,
mobile,-207.0,no_rented_before,
mobile,8.0,no_rented_before,
connect,69.0,no_rented_before,
connect,-722.0,no_rented_before,
mobile,-33.0,no_rented_before,
mobile,67.0,no_rented_before,
mobile,170.0,rented_before,450.0
mobile,188.0,no_rented_before,
mobile,20.0,rented_before,120.0
connect,164.0,no_rented_before,
connect,-692.0,no_rented_before,
mobile,-31.0,no_rented_before,
mobile,23.0,rented_before,390.0
mobile,0.0,no_rented_before,
mobile,-22.0,no_rented_before,
mobile,-56.0,no_rented_before,
mobile,885.0,no_rented_before,
mobile,100.0,no_rented_before,
mobile,-5.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,933.0,no_rented_before,
connect,-20.0,no_rented_before,
mobile,1401.0,rented_before,540.0
mobile,-315.0,no_rented_before,
mobile,88.0,no_rented_before,
connect,-130.0,no_rented_before,
mobile,-285.0,no_rented_before,
mobile,-147.0,no_rented_before,
mobile,-33.0,no_rented_before,
mobile,18.0,no_rented_before,
mobile,17.0,no_rented_before,
connect,-138.0,no_rented_before,
mobile,-13.0,rented_before,660.0
mobile,-22.0,no_rented_before,
mobile,63.0,rented_before,660.0
mobile,55.0,no_rented_before,
mobile,62.0,rented_before,240.0
mobile,-185.0,no_rented_before,
mobile,124.0,no_rented_before,
mobile,163.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,152.0,no_rented_before,
connect,32.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,50.0,no_rented_before,
mobile,-110.0,rented_before,150.0
mobile,78.0,no_rented_before,
mobile,-65.0,no_rented_before,
mobile,49.0,no_rented_before,
mobile,-588.0,no_rented_before,
mobile,184.0,no_rented_before,
mobile,130.0,no_rented_before,
mobile,104.0,no_rented_before,
mobile,-3.0,no_rented_before,
mobile,148.0,no_rented_before,
mobile,-49.0,no_rented_before,
mobile,171.0,no_rented_before,
mobile,1427.0,no_rented_before,
mobile,-74.0,no_rented_before,
connect,22.0,no_rented_before,
connect,-47.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,86.0,no_rented_before,
mobile,745.0,no_rented_before,
mobile,74.0,rented_before,60.0
mobile,9.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,-69.0,no_rented_before,
mobile,25.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,-25.0,no_rented_before,
connect,17.0,no_rented_before,
mobile,-32.0,no_rented_before,
connect,-174.0,no_rented_before,
mobile,-16.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,11.0,no_rented_before,
connect,36.0,no_rented_before,
connect,75.0,no_rented_before,
mobile,-46.0,no_rented_before,
connect,735.0,no_rented_before,
mobile,-36.0,no_rented_before,
mobile,18.0,no_rented_before,
connect,37.0,no_rented_before,
mobile,-32.0,no_rented_before,
connect,-6.0,no_rented_before,
mobile,69.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,-150.0,no_rented_before,
mobile,-317.0,no_rented_before,
mobile,-104.0,no_rented_before,
mobile,42.0,no_rented_before,
mobile,10.0,no_rented_before,
mobile,-23.0,no_rented_before,
mobile,-120.0,no_rented_before,
mobile,-38.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,107.0,no_rented_before,
mobile,1002.0,no_rented_before,
mobile,-59.0,no_rented_before,
mobile,-148.0,no_rented_before,
mobile,55.0,no_rented_before,
connect,51.0,rented_before,210.0
mobile,-58.0,no_rented_before,
connect,39.0,no_rented_before,
mobile,33.0,no_rented_before,
mobile,-10.0,no_rented_before,
mobile,-20.0,no_rented_before,
mobile,175.0,no_rented_before,
connect,334.0,no_rented_before,
mobile,222.0,no_rented_before,
mobile,-33.0,no_rented_before,
mobile,167.0,no_rented_before,
mobile,-105.0,no_rented_before,
connect,-923.0,no_rented_before,
connect,-100.0,no_rented_before,
mobile,-420.0,no_rented_before,
connect,-123.0,no_rented_before,
mobile,-102.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,105.0,no_rented_before,
mobile,-157.0,no_rented_before,
connect,-231.0,no_rented_before,
mobile,-118.0,no_rented_before,
connect,27.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,60.0,no_rented_before,
mobile,159.0,no_rented_before,
mobile,20.0,no_rented_before,
connect,-111.0,rented_before,60.0
mobile,83.0,no_rented_before,
mobile,549.0,no_rented_before,
mobile,-86.0,no_rented_before,
mobile,338.0,no_rented_before,
mobile,-322.0,no_rented_before,
mobile,90.0,no_rented_before,
mobile,-43.0,no_rented_before,
mobile,46.0,no_rented_before,
mobile,179.0,no_rented_before,
mobile,-25.0,no_rented_before,
connect,-58.0,no_rented_before,
mobile,-20.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,-8.0,no_rented_before,
mobile,73.0,no_rented_before,
mobile,-92.0,no_rented_before,
mobile,-43.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,382.0,no_rented_before,
mobile,-297.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,26.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,545.0,no_rented_before,
mobile,144.0,no_rented_before,
mobile,136.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,47.0,no_rented_before,
connect,-132.0,no_rented_before,
mobile,-842.0,no_rented_before,
mobile,85.0,no_rented_before,
connect,59.0,rented_before,30.0
mobile,-14.0,no_rented_before,
mobile,25.0,no_rented_before,
mobile,41.0,no_rented_before,
mobile,235.0,rented_before,300.0
mobile,34.0,no_rented_before,
mobile,-86.0,no_rented_before,
mobile,-6.0,no_rented_before,
mobile,12.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,-13.0,no_rented_before,
connect,-43.0,no_rented_before,
mobile,1089.0,no_rented_before,
mobile,187.0,no_rented_before,
mobile,242.0,no_rented_before,
connect,50.0,no_rented_before,
mobile,-5.0,no_rented_before,
connect,-961.0,rented_before,690.0
mobile,45.0,no_rented_before,
mobile,23.0,no_rented_before,
mobile,736.0,no_rented_before,
mobile,-853.0,no_rented_before,
mobile,-26.0,no_rented_before,
connect,3.0,no_rented_before,
mobile,-66.0,no_rented_before,
connect,4.0,no_rented_before,
mobile,330.0,no_rented_before,
mobile,-44.0,no_rented_before,
mobile,2365.0,no_rented_before,
mobile,-32.0,no_rented_before,
connect,26.0,no_rented_before,
mobile,47.0,no_rented_before,
connect,-803.0,no_rented_before,
mobile,46.0,no_rented_before,
mobile,-113.0,no_rented_before,
mobile,1484.0,no_rented_before,
connect,31.0,rented_before,0.0
mobile,56.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,-42.0,no_rented_before,
mobile,79.0,rented_before,390.0
mobile,-47.0,rented_before,90.0
mobile,181.0,no_rented_before,
mobile,-88.0,no_rented_before,
connect,18.0,no_rented_before,
mobile,80.0,no_rented_before,
mobile,252.0,no_rented_before,
connect,70.0,no_rented_before,
mobile,58.0,no_rented_before,
mobile,341.0,no_rented_before,
mobile,-23.0,no_rented_before,
mobile,157.0,no_rented_before,
connect,10.0,no_rented_before,
connect,-10.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,-12.0,no_rented_before,
mobile,17.0,rented_before,120.0
mobile,57.0,rented_before,30.0
mobile,174.0,no_rented_before,
mobile,66.0,no_rented_before,
mobile,17.0,rented_before,0.0
connect,-30.0,no_rented_before,
mobile,118.0,no_rented_before,
mobile,-592.0,no_rented_before,
connect,31.0,no_rented_before,
mobile,116.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,101.0,no_rented_before,
connect,10.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-33.0,no_rented_before,
mobile,-99.0,no_rented_before,
mobile,-31.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,1355.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,40.0,no_rented_before,
mobile,-80.0,no_rented_before,
mobile,653.0,no_rented_before,
mobile,-35.0,no_rented_before,
mobile,-233.0,no_rented_before,
mobile,70.0,no_rented_before,
connect,58.0,rented_before,0.0
connect,-122.0,no_rented_before,
mobile,1202.0,no_rented_before,
mobile,116.0,no_rented_before,
connect,-17.0,no_rented_before,
mobile,-13.0,no_rented_before,
mobile,-75.0,no_rented_before,
connect,12.0,no_rented_before,
mobile,16.0,no_rented_before,
connect,20.0,no_rented_before,
mobile,-31.0,no_rented_before,
mobile,3.0,no_rented_before,
mobile,-15.0,no_rented_before,
mobile,90.0,no_rented_before,
connect,-118.0,no_rented_before,
mobile,-153.0,no_rented_before,
mobile,126.0,no_rented_before,
mobile,-90.0,rented_before,600.0
mobile,16.0,no_rented_before,
mobile,83.0,no_rented_before,
mobile,-4.0,no_rented_before,
mobile,187.0,no_rented_before,
mobile,725.0,no_rented_before,
mobile,86.0,no_rented_before,
mobile,64.0,no_rented_before,
mobile,-30.0,no_rented_before,
mobile,19.0,no_rented_before,
mobile,-1414.0,no_rented_before,
mobile,177.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,8.0,no_rented_before,
mobile,-24.0,rented_before,570.0
connect,-46.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,23.0,rented_before,540.0
mobile,4.0,no_rented_before,
connect,26.0,no_rented_before,
mobile,81.0,no_rented_before,
mobile,1589.0,no_rented_before,
mobile,27.0,no_rented_before,
connect,-117.0,no_rented_before,
mobile,77.0,no_rented_before,
mobile,108.0,no_rented_before,
mobile,-41.0,no_rented_before,
mobile,16.0,no_rented_before,
connect,-44.0,no_rented_before,
mobile,6.0,no_rented_before,
connect,-18.0,rented_before,720.0
mobile,-13.0,no_rented_before,
mobile,-13.0,no_rented_before,
mobile,-2.0,no_rented_before,
connect,-5.0,no_rented_before,
connect,-21.0,no_rented_before,
mobile,-28.0,no_rented_before,
mobile,-33.0,no_rented_before,
mobile,9.0,no_rented_before,
mobile,6.0,no_rented_before,
mobile,1289.0,no_rented_before,
mobile,-129.0,no_rented_before,
mobile,-40.0,no_rented_before,
connect,-154.0,no_rented_before,
mobile,17.0,no_rented_before,
mobile,36.0,rented_before,60.0
mobile,140.0,no_rented_before,
connect,2.0,no_rented_before,
mobile,-57.0,no_rented_before,
mobile,169.0,no_rented_before,
mobile,20.0,no_rented_before,
mobile,-11.0,no_rented_before,
mobile,4.0,no_rented_before,
connect,-74.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,67.0,no_rented_before,
mobile,82.0,no_rented_before,
mobile,-59.0,no_rented_before,
mobile,16.0,no_rented_before,
mobile,-173.0,no_rented_before,
connect,-27.0,no_rented_before,
mobile,316.0,no_rented_before,
mobile,-11.0,no_rented_before,
mobile,647.0,no_rented_before,
mobile,45.0,no_rented_before,
mobile,379.0,no_rented_before,
connect,-35.0,no_rented_before,
mobile,58.0,no_rented_before,
mobile,-10.0,no_rented_before,
mobile,69.0,no_rented_before,
mobile,105.0,rented_before,600.0
mobile,95.0,no_rented_before,
mobile,58.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,7.0,no_rented_before,
mobile,-22.0,rented_before,690.0
mobile,-52.0,no_rented_before,
mobile,-125.0,no_rented_before,
mobile,93.0,no_rented_before,
mobile,29.0,no_rented_before,
mobile,1178.0,no_rented_before,
mobile,-713.0,no_rented_before,
mobile,432.0,no_rented_before,
mobile,36.0,rented_before,660.0
mobile,-1421.0,no_rented_before,
mobile,52.0,no_rented_before,
mobile,0.0,no_rented_before,
mobile,5.0,no_rented_before,
mobile,-5.0,no_rented_before,
connect,27.0,rented_before,120.0
connect,-111.0,no_rented_before,
mobile,239.0,no_rented_before,
mobile,85.0,no_rented_before,
mobile,-51.0,no_rented_before,
mobile,185.0,no_rented_before,
mobile,47.0,no_rented_before,
mobile,44.0,no_rented_before,
connect,77.0,no_rented_before,
mobile,-15.0,no_rented_before,
mobile,4.0,no_rented_before,
connect,-23.0,rented_before,60.0
mobile,-2.0,no_rented_before,
mobile,42.0,rented_before,660.0
mobile,-15.0,no_rented_before,
mobile,55.0,no_rented_before,
mobile,11.0,no_rented_before,
mobile,4.0,no_rented_before,
mobile,2.0,no_rented_before,
mobile,63.0,no_rented_before,
mobile,64.0,no_rented_before,
mobile,-264.0,no_rented_before,
mobile,-43.0,no_rented_before,
connect,86.0,no_rented_before,
mobile,124.0,no_rented_before,
mobile,25.0,no_rented_before,
mobile,-55.0,no_rented_before,
mobile,48.0,no_rented_before,
mobile,942.0,no_rented_before,
mobile,21.0,no_rented_before,
mobile,120.0,no_rented_before,
connect,141.0,no_rented_before,
mobile,131.0,no_rented_before,
connect,-9.0,rented_before,510.0
mobile,229.0,no_rented_before,
mobile,97.0,no_rented_before,
mobile,-44.0,no_rented_before,
mobile,95.0,no_rented_before,
mobile,13.0,no_rented_before,
mobile,-1.0,no_rented_before,
mobile,237.0,no_rented_before,
mobile,147.0,no_rented_before,
mobile,-74.0,no_rented_before,
